Flight ID,Date,Gliding Club,Region,Scoring Distance (km),Speed (kph),Completed,Vpoints,Hpoints,Dpoints,Bpoints,Total Score
22641,09/10/2016,Yorkshire Gliding Club,North West,200,50,TRUE,50,40,180,20,290
23583,09/10/2016,Midland Gliding Club,West Midlands,340,110,TRUE,90,30,310,10,440
24009,09/10/2016,Buckminster Gliding Club,East Midlands,220,90,FALSE,90,40,260,10,400
942,10/10/2016,Scottish Gliding Centre,Scotland,180,70,TRUE,80,40,230,20,370
1073,10/10/2016,London Gliding Club,East Midlands,280,120,FALSE,100,50,150,20,320
6798,10/10/2016,Midland Gliding Club,West Midlands,190,80,FALSE,90,50,200,0,340
17194,10/10/2016,Midland Gliding Club,West Midlands,160,60,TRUE,60,20,110,20,210
22461,10/10/2016,Yorkshire Gliding Club,North West,290,100,FALSE,100,40,240,10,390
23914,10/10/2016,Buckminster Gliding Club,East Midlands,390,130,TRUE,140,20,330,10,500
24951,10/10/2016,Gransden Lodge Gliding Club,East Anglia,120,40,TRUE,40,0,80,0,120
1048,11/10/2016,Lasham Gliding Society,South East,110,30,TRUE,30,20,100,0,150
18990,11/10/2016,Yorkshire Gliding Club,North West,150,40,TRUE,40,20,150,10,220
21917,11/10/2016,London Gliding Club,East Midlands,150,50,TRUE,50,30,220,20,320
7403,12/10/2016,Husbands Bosworth Gliding Club,East Midlands,230,60,FALSE,50,30,180,0,260
7447,12/10/2016,Cotswold Gliding Club,West Midlands,150,60,TRUE,60,20,120,20,220
9205,12/10/2016,Midland Gliding Club,West Midlands,350,100,FALSE,90,20,230,0,340
18508,12/10/2016,Devon & Somerset Gliding Club,South West,200,70,TRUE,60,20,130,20,230
6875,13/10/2016,Bristol & Gloucestershire Gliding Club,South West,170,60,TRUE,70,40,90,10,210
8142,13/10/2016,Lasham Gliding Society,South East,100,30,TRUE,30,10,140,20,200
12770,13/10/2016,London Gliding Club,East Midlands,270,100,FALSE,120,30,160,0,310
17293,13/10/2016,Yorkshire Gliding Club,North West,360,90,FALSE,70,40,230,10,350
307,14/10/2016,Midland Gliding Club,West Midlands,290,130,TRUE,140,10,420,0,570
8792,14/10/2016,Devon & Somerset Gliding Club,South West,170,70,TRUE,80,30,180,20,310
13698,14/10/2016,Nympsfield Gliding Club,South West,150,60,FALSE,60,40,110,10,220
13989,14/10/2016,Cotswold Gliding Club,West Midlands,360,120,TRUE,120,50,460,0,630
16527,14/10/2016,Gransden Lodge Gliding Club,East Anglia,290,100,TRUE,90,20,370,10,490
20164,14/10/2016,Lasham Gliding Society,South East,300,100,FALSE,80,30,220,10,340
23632,14/10/2016,Husbands Bosworth Gliding Club,East Midlands,170,40,TRUE,50,50,240,10,350
6671,15/10/2016,Shalbourne Gliding Club,South East,350,90,TRUE,100,20,290,10,420
9040,15/10/2016,Cotswold Gliding Club,West Midlands,100,40,FALSE,30,0,60,20,110
9912,15/10/2016,Husbands Bosworth Gliding Club,East Midlands,230,100,TRUE,120,40,150,10,320
10570,15/10/2016,Cambridge Gliding Centre,East Anglia,360,100,TRUE,110,40,270,0,420
12954,15/10/2016,Lasham Gliding Society,South East,220,70,TRUE,60,40,270,10,380
15089,15/10/2016,Wolds Gliding Club,East Midlands,140,60,FALSE,60,20,100,10,190
16047,15/10/2016,Shalbourne Gliding Club,South East,300,80,FALSE,70,30,370,10,480
17892,15/10/2016,Norfolk Gliding Club,East Anglia,200,80,FALSE,80,10,100,20,210
22730,15/10/2016,Yorkshire Gliding Club,North West,330,80,FALSE,70,30,330,0,430
1106,16/10/2016,London Gliding Club,East Midlands,310,100,FALSE,110,20,160,20,310
4021,16/10/2016,Buckminster Gliding Club,East Midlands,340,110,TRUE,120,30,230,0,380
7517,16/10/2016,Midland Gliding Club,West Midlands,200,50,TRUE,40,50,180,10,280
22819,16/10/2016,Talgarth Gliding Club,South Wales,250,90,FALSE,100,40,230,10,380
22837,16/10/2016,Scottish Gliding Centre,Scotland,180,80,FALSE,70,20,160,0,250
7025,17/10/2016,Yorkshire Gliding Club,North West,310,90,FALSE,100,20,220,10,350
1434,18/10/2016,Scottish Gliding Centre,Scotland,170,70,TRUE,60,40,140,10,250
5685,18/10/2016,Scottish Gliding Centre,Scotland,160,50,FALSE,40,40,190,10,280
11957,18/10/2016,Shalbourne Gliding Club,South East,250,60,FALSE,60,20,180,20,280
12595,18/10/2016,Cambridge Gliding Centre,East Anglia,210,70,TRUE,80,30,210,0,320
17151,19/10/2016,Husbands Bosworth Gliding Club,East Midlands,120,40,TRUE,40,0,90,10,140
18142,19/10/2016,Cambridge Gliding Centre,East Anglia,360,140,TRUE,140,30,410,10,590
20557,19/10/2016,Dunstable Gliding Club,East Midlands,350,100,TRUE,100,20,320,0,440
4749,20/10/2016,Kent Gliding Club,South East,350,110,TRUE,90,10,460,10,570
6729,20/10/2016,Bristol & Gloucestershire Gliding Club,South West,120,60,TRUE,70,0,150,0,220
9629,20/10/2016,London Gliding Club,East Midlands,300,100,FALSE,100,30,300,0,430
10726,20/10/2016,Norfolk Gliding Club,East Anglia,170,50,TRUE,60,10,150,20,240
13474,20/10/2016,Devon & Somerset Gliding Club,South West,190,80,TRUE,90,10,130,10,240
16360,20/10/2016,Gransden Lodge Gliding Club,East Anglia,320,100,TRUE,120,20,440,20,600
17093,20/10/2016,Norfolk Gliding Club,East Anglia,220,100,TRUE,110,0,180,10,300
4551,21/10/2016,Lasham Gliding Society,South East,400,200,TRUE,220,0,450,10,680
6585,21/10/2016,Gransden Lodge Gliding Club,East Anglia,250,80,TRUE,100,40,200,10,350
12138,21/10/2016,Cotswold Gliding Club,West Midlands,190,70,TRUE,60,20,100,10,190
14552,21/10/2016,Lasham Gliding Society,South East,290,90,FALSE,80,50,250,20,400
15224,21/10/2016,Bristol & Gloucestershire Gliding Club,South West,360,100,TRUE,110,40,360,20,530
15396,21/10/2016,Scottish Gliding Centre,Scotland,260,70,TRUE,80,20,190,20,310
24671,21/10/2016,London Gliding Club,East Midlands,130,30,FALSE,40,30,130,0,200
9129,22/10/2016,Wolds Gliding Club,East Midlands,90,30,TRUE,30,20,110,0,160
9449,22/10/2016,Midland Gliding Club,West Midlands,290,100,FALSE,100,40,390,0,530
2001,23/10/2016,Yorkshire Gliding Club,North West,240,90,FALSE,90,20,270,20,400
2729,23/10/2016,Midland Gliding Club,West Midlands,150,70,FALSE,80,0,140,20,240
7551,23/10/2016,Lasham Gliding Society,South East,180,90,TRUE,80,50,150,10,290
18837,23/10/2016,Dunstable Gliding Club,East Midlands,330,100,FALSE,90,50,450,20,610
21782,23/10/2016,Yorkshire Gliding Club,North West,120,50,TRUE,50,0,80,0,130
24729,23/10/2016,Dunstable Gliding Club,East Midlands,380,100,TRUE,110,30,510,0,650
25187,23/10/2016,Cambridge Gliding Centre,East Anglia,170,50,FALSE,50,40,150,20,260
2310,24/10/2016,Shalbourne Gliding Club,South East,250,70,FALSE,60,50,230,10,350
3417,24/10/2016,Wolds Gliding Club,East Midlands,260,80,TRUE,80,20,210,10,320
7702,24/10/2016,Shalbourne Gliding Club,South East,350,100,FALSE,120,30,490,20,660
15033,24/10/2016,Shalbourne Gliding Club,South East,180,50,TRUE,50,0,130,10,190
18214,24/10/2016,London Gliding Club,East Midlands,120,40,FALSE,40,30,60,10,140
22480,24/10/2016,Nympsfield Gliding Club,South West,220,60,TRUE,50,10,130,0,190
22862,24/10/2016,London Gliding Club,East Midlands,330,100,FALSE,100,40,480,10,630
24585,24/10/2016,London Gliding Club,East Midlands,270,100,TRUE,100,30,230,20,380
680,25/10/2016,Bristol & Gloucestershire Gliding Club,South West,360,120,TRUE,130,40,230,10,410
2699,25/10/2016,Lasham Gliding Society,South East,340,130,FALSE,100,20,210,20,350
4271,25/10/2016,London Gliding Club,East Midlands,110,50,FALSE,40,10,90,20,160
9495,25/10/2016,Yorkshire Gliding Club,North West,120,30,FALSE,40,30,140,20,230
14823,25/10/2016,Devon & Somerset Gliding Club,South West,430,140,TRUE,110,40,360,0,510
21457,25/10/2016,Shalbourne Gliding Club,South East,130,60,FALSE,50,50,110,10,220
25710,25/10/2016,Lasham Gliding Society,South East,200,70,FALSE,70,0,150,0,220
10543,26/10/2016,London Gliding Club,East Midlands,370,100,TRUE,120,20,190,10,340
11724,26/10/2016,Lasham Gliding Society,South East,310,90,FALSE,80,20,320,10,430
11954,26/10/2016,London Gliding Club,East Midlands,210,90,FALSE,110,30,220,20,380
20658,26/10/2016,Wolds Gliding Club,East Midlands,110,40,TRUE,30,50,140,10,230
21306,26/10/2016,Portmoak Gliding Club,Scotland,270,120,TRUE,120,30,170,0,320
21410,26/10/2016,Shalbourne Gliding Club,South East,230,90,FALSE,70,10,240,0,320
21582,26/10/2016,Shalbourne Gliding Club,South East,350,150,TRUE,130,10,460,0,600
571,27/10/2016,Husbands Bosworth Gliding Club,East Midlands,220,70,FALSE,60,0,170,20,250
8505,27/10/2016,Midland Gliding Club,West Midlands,180,70,TRUE,60,30,120,0,210
9140,27/10/2016,Buckminster Gliding Club,East Midlands,210,50,TRUE,50,10,270,10,340
18563,27/10/2016,Talgarth Gliding Club,South Wales,370,100,TRUE,90,30,280,20,420
20314,27/10/2016,Devon & Somerset Gliding Club,South West,270,90,FALSE,80,0,300,10,390
21665,27/10/2016,Norfolk Gliding Club,East Anglia,120,50,FALSE,50,10,140,10,210
23413,27/10/2016,London Gliding Club,East Midlands,170,70,TRUE,60,40,100,20,220
23836,27/10/2016,Midland Gliding Club,West Midlands,210,90,TRUE,80,10,130,10,230
4120,28/10/2016,Buckminster Gliding Club,East Midlands,380,140,TRUE,140,40,350,0,530
5703,28/10/2016,Husbands Bosworth Gliding Club,East Midlands,120,30,FALSE,30,40,150,20,240
7334,28/10/2016,Lasham Gliding Society,South East,220,110,FALSE,110,40,230,10,390
8860,28/10/2016,Husbands Bosworth Gliding Club,East Midlands,150,40,TRUE,30,0,110,20,160
12228,28/10/2016,Portmoak Gliding Club,Scotland,160,40,FALSE,40,50,140,10,240
16226,28/10/2016,Midland Gliding Club,West Midlands,220,70,TRUE,70,20,130,10,230
22610,28/10/2016,Scottish Gliding Centre,Scotland,320,140,TRUE,130,0,340,10,480
23047,28/10/2016,Midland Gliding Club,West Midlands,210,70,FALSE,70,50,130,0,250
2086,29/10/2016,Cambridge Gliding Centre,East Anglia,120,50,FALSE,40,10,160,20,230
4993,29/10/2016,Dunstable Gliding Club,East Midlands,180,60,TRUE,50,10,190,10,260
5420,29/10/2016,Lasham Gliding Society,South East,380,160,TRUE,160,10,490,10,670
6377,29/10/2016,Bristol & Gloucestershire Gliding Club,South West,190,90,TRUE,90,30,270,10,400
8415,29/10/2016,Portmoak Gliding Club,Scotland,330,100,TRUE,120,40,440,10,610
9497,29/10/2016,London Gliding Club,East Midlands,190,70,TRUE,70,40,280,20,410
12271,29/10/2016,Lasham Gliding Society,South East,330,110,TRUE,90,10,190,0,290
14145,29/10/2016,London Gliding Club,East Midlands,270,110,TRUE,100,40,280,0,420
19167,29/10/2016,Portmoak Gliding Club,Scotland,190,60,TRUE,60,40,270,10,380
21603,29/10/2016,Cotswold Gliding Club,West Midlands,260,80,FALSE,70,20,320,10,420
2005,30/10/2016,Devon & Somerset Gliding Club,South West,300,90,TRUE,80,10,290,20,400
3588,30/10/2016,Nympsfield Gliding Club,South West,270,70,FALSE,80,40,170,10,300
4373,30/10/2016,Portmoak Gliding Club,Scotland,160,50,TRUE,50,40,200,20,310
6522,30/10/2016,Shalbourne Gliding Club,South East,360,100,TRUE,110,0,540,0,650
7201,30/10/2016,Buckminster Gliding Club,East Midlands,140,70,FALSE,60,30,110,10,210
15390,30/10/2016,Yorkshire Gliding Club,North West,240,70,TRUE,60,10,150,10,230
5288,31/10/2016,Scottish Gliding Centre,Scotland,90,30,FALSE,20,30,80,10,140
13952,31/10/2016,Cambridge Gliding Centre,East Anglia,250,100,TRUE,100,20,240,10,370
607,01/11/2016,Devon & Somerset Gliding Club,South West,350,100,FALSE,110,20,390,10,530
3374,01/11/2016,Gransden Lodge Gliding Club,East Anglia,400,110,TRUE,120,20,210,0,350
8448,01/11/2016,Gransden Lodge Gliding Club,East Anglia,110,30,TRUE,30,40,100,0,170
12460,01/11/2016,Dunstable Gliding Club,East Midlands,390,160,FALSE,170,50,530,10,760
15491,01/11/2016,Cotswold Gliding Club,West Midlands,300,80,FALSE,90,50,180,10,330
17880,01/11/2016,Yorkshire Gliding Club,North West,270,100,TRUE,90,10,280,10,390
23842,01/11/2016,Lasham Gliding Society,South East,170,80,FALSE,70,20,180,0,270
12781,02/11/2016,Lasham Gliding Society,South East,110,40,FALSE,30,30,150,0,210
13937,02/11/2016,Portmoak Gliding Club,Scotland,100,30,FALSE,30,30,50,10,120
15016,02/11/2016,Wolds Gliding Club,East Midlands,270,120,TRUE,120,20,400,20,560
15111,02/11/2016,London Gliding Club,East Midlands,340,140,TRUE,140,50,350,10,550
20555,02/11/2016,Midland Gliding Club,West Midlands,360,120,FALSE,140,0,410,20,570
23961,02/11/2016,Cambridge Gliding Centre,East Anglia,140,60,TRUE,50,40,70,10,170
2014,03/11/2016,Bristol & Gloucestershire Gliding Club,South West,250,90,TRUE,90,50,370,10,520
2778,03/11/2016,Norfolk Gliding Club,East Anglia,370,190,TRUE,220,50,470,20,760
4830,03/11/2016,Cambridge Gliding Centre,East Anglia,260,70,FALSE,70,20,290,0,380
10073,03/11/2016,London Gliding Club,East Midlands,360,110,FALSE,110,10,200,10,330
12749,03/11/2016,Wolds Gliding Club,East Midlands,180,50,FALSE,50,30,120,10,210
21442,03/11/2016,Devon & Somerset Gliding Club,South West,240,90,FALSE,90,0,200,0,290
4544,04/11/2016,Midland Gliding Club,West Midlands,350,90,FALSE,80,10,420,10,520
13705,04/11/2016,Yorkshire Gliding Club,North West,310,130,FALSE,120,0,350,10,480
13733,04/11/2016,Midland Gliding Club,West Midlands,320,100,FALSE,100,30,400,10,540
14660,04/11/2016,Nympsfield Gliding Club,South West,200,80,TRUE,80,0,230,10,320
16758,04/11/2016,Bristol & Gloucestershire Gliding Club,South West,200,50,FALSE,60,30,160,20,270
16850,04/11/2016,London Gliding Club,East Midlands,100,30,TRUE,30,20,50,10,110
18297,04/11/2016,Devon & Somerset Gliding Club,South West,130,60,TRUE,60,40,160,0,260
24977,04/11/2016,Devon & Somerset Gliding Club,South West,310,170,TRUE,160,0,270,20,450
1480,05/11/2016,Wolds Gliding Club,East Midlands,240,120,TRUE,130,10,160,20,320
6636,05/11/2016,Buckminster Gliding Club,East Midlands,190,90,FALSE,90,0,200,10,300
10243,05/11/2016,Yorkshire Gliding Club,North West,110,40,TRUE,40,0,90,0,130
10763,05/11/2016,Buckminster Gliding Club,East Midlands,230,90,FALSE,90,20,180,20,310
18916,05/11/2016,Scottish Gliding Centre,Scotland,320,110,TRUE,90,20,450,20,580
423,06/11/2016,Portmoak Gliding Club,Scotland,110,40,FALSE,40,50,80,20,190
12623,06/11/2016,Lasham Gliding Society,South East,110,40,TRUE,40,10,90,0,140
16421,06/11/2016,Bristol & Gloucestershire Gliding Club,South West,160,40,FALSE,50,40,110,10,210
19106,06/11/2016,Portmoak Gliding Club,Scotland,180,50,FALSE,40,40,200,0,280
8789,07/11/2016,Yorkshire Gliding Club,North West,320,120,TRUE,130,40,310,20,500
10039,07/11/2016,Gransden Lodge Gliding Club,East Anglia,200,90,FALSE,90,20,120,20,250
14190,07/11/2016,Husbands Bosworth Gliding Club,East Midlands,310,90,FALSE,80,40,430,10,560
3895,08/11/2016,Kent Gliding Club,South East,360,140,TRUE,150,40,240,0,430
5778,08/11/2016,Scottish Gliding Centre,Scotland,190,50,TRUE,50,20,230,10,310
15189,08/11/2016,Portmoak Gliding Club,Scotland,140,50,FALSE,40,30,100,0,170
19902,08/11/2016,Lasham Gliding Society,South East,150,50,TRUE,50,0,190,10,250
163,09/11/2016,Yorkshire Gliding Club,North West,270,70,FALSE,80,10,300,10,400
3977,09/11/2016,Shalbourne Gliding Club,South East,350,160,TRUE,140,20,390,10,560
7980,09/11/2016,Nympsfield Gliding Club,South West,340,90,TRUE,80,30,250,10,370
9567,09/11/2016,Cambridge Gliding Centre,East Anglia,200,70,FALSE,70,30,120,10,230
10707,09/11/2016,Midland Gliding Club,West Midlands,130,50,TRUE,40,50,160,0,250
3807,10/11/2016,Buckminster Gliding Club,East Midlands,320,80,TRUE,90,40,400,10,540
5913,10/11/2016,Bristol & Gloucestershire Gliding Club,South West,300,80,FALSE,90,10,160,0,260
13268,10/11/2016,Yorkshire Gliding Club,North West,280,100,TRUE,120,0,400,20,540
13403,10/11/2016,Scottish Gliding Centre,Scotland,150,70,FALSE,60,50,220,0,330
15050,10/11/2016,Devon & Somerset Gliding Club,South West,330,160,TRUE,160,40,430,10,640
19154,10/11/2016,Bristol & Gloucestershire Gliding Club,South West,310,110,FALSE,100,40,310,10,460
20024,10/11/2016,Buckminster Gliding Club,East Midlands,190,60,TRUE,70,0,160,20,250
7399,11/11/2016,Portmoak Gliding Club,Scotland,330,120,TRUE,130,0,410,20,560
8287,11/11/2016,Devon & Somerset Gliding Club,South West,370,130,TRUE,150,10,510,10,680
20614,11/11/2016,Cambridge Gliding Centre,East Anglia,230,100,FALSE,90,10,260,10,370
24333,11/11/2016,Lasham Gliding Society,South East,280,80,TRUE,80,30,210,20,340
24718,11/11/2016,London Gliding Club,East Midlands,350,90,TRUE,90,0,420,20,530
8719,12/11/2016,Wolds Gliding Club,East Midlands,170,50,FALSE,50,50,180,20,300
15343,12/11/2016,Yorkshire Gliding Club,North West,230,70,TRUE,80,0,120,0,200
11428,13/11/2016,Yorkshire Gliding Club,North West,330,130,FALSE,160,30,430,10,630
15833,13/11/2016,Lasham Gliding Society,South East,160,70,FALSE,80,30,160,0,270
19540,13/11/2016,Cotswold Gliding Club,West Midlands,140,60,TRUE,60,20,190,20,290
19679,13/11/2016,Midland Gliding Club,West Midlands,230,80,TRUE,70,20,150,0,240
21732,13/11/2016,Shalbourne Gliding Club,South East,200,70,TRUE,60,10,210,10,290
2724,14/11/2016,Bristol & Gloucestershire Gliding Club,South West,150,60,TRUE,60,20,190,0,270
3872,14/11/2016,Buckminster Gliding Club,East Midlands,280,80,TRUE,70,20,290,10,390
5434,14/11/2016,Cotswold Gliding Club,West Midlands,390,140,FALSE,140,40,400,20,600
14173,14/11/2016,London Gliding Club,East Midlands,300,100,TRUE,90,30,160,10,290
16775,14/11/2016,Portmoak Gliding Club,Scotland,210,70,FALSE,80,10,250,0,340
19859,14/11/2016,Talgarth Gliding Club,South Wales,360,100,TRUE,110,40,370,20,540
25271,14/11/2016,Lasham Gliding Society,South East,350,160,TRUE,140,40,300,0,480
596,15/11/2016,London Gliding Club,East Midlands,390,110,FALSE,100,10,580,0,690
7000,15/11/2016,Portmoak Gliding Club,Scotland,270,90,FALSE,90,10,320,10,430
9190,15/11/2016,Cambridge Gliding Centre,East Anglia,390,150,TRUE,150,0,260,10,420
10154,15/11/2016,Buckminster Gliding Club,East Midlands,340,120,TRUE,110,30,220,10,370
15631,15/11/2016,Wolds Gliding Club,East Midlands,280,90,FALSE,90,0,290,0,380
21441,15/11/2016,Midland Gliding Club,West Midlands,360,100,FALSE,90,10,350,10,460
24851,15/11/2016,Portmoak Gliding Club,Scotland,260,90,FALSE,80,20,300,10,410
8016,16/11/2016,Cambridge Gliding Centre,East Anglia,360,100,FALSE,110,20,180,10,320
16254,16/11/2016,Midland Gliding Club,West Midlands,140,60,TRUE,70,20,130,20,240
25971,16/11/2016,Scottish Gliding Centre,Scotland,240,70,TRUE,60,20,190,0,270
2892,17/11/2016,Norfolk Gliding Club,East Anglia,390,130,TRUE,140,30,390,0,560
3730,17/11/2016,Midland Gliding Club,West Midlands,160,70,TRUE,70,0,180,10,260
7333,17/11/2016,Lasham Gliding Society,South East,240,110,FALSE,110,40,130,20,300
13360,17/11/2016,Husbands Bosworth Gliding Club,East Midlands,300,100,TRUE,120,50,410,20,600
18520,17/11/2016,Scottish Gliding Centre,Scotland,160,60,FALSE,50,20,110,0,180
24614,17/11/2016,Yorkshire Gliding Club,North West,350,120,FALSE,140,20,280,20,460
8837,18/11/2016,Lasham Gliding Society,South East,390,110,FALSE,110,40,320,20,490
9337,18/11/2016,Shalbourne Gliding Club,South East,270,100,TRUE,90,40,300,20,450
9815,18/11/2016,Lasham Gliding Society,South East,200,70,FALSE,80,10,230,10,330
15374,18/11/2016,Buckminster Gliding Club,East Midlands,180,70,TRUE,60,30,180,10,280
23386,18/11/2016,Buckminster Gliding Club,East Midlands,330,110,TRUE,130,0,380,0,510
2648,19/11/2016,Norfolk Gliding Club,East Anglia,140,70,FALSE,70,30,150,10,260
6885,19/11/2016,Buckminster Gliding Club,East Midlands,110,30,FALSE,30,30,120,20,200
9562,19/11/2016,Buckminster Gliding Club,East Midlands,160,40,TRUE,40,20,120,10,190
13633,19/11/2016,Midland Gliding Club,West Midlands,110,30,TRUE,30,40,160,10,240
17588,19/11/2016,Lasham Gliding Society,South East,380,110,TRUE,110,20,310,10,450
23630,19/11/2016,Lasham Gliding Society,South East,180,70,FALSE,60,40,270,10,380
24672,19/11/2016,Buckminster Gliding Club,East Midlands,150,40,TRUE,40,30,180,0,250
2842,20/11/2016,Lasham Gliding Society,South East,300,90,FALSE,100,20,420,0,540
4995,20/11/2016,Cambridge Gliding Centre,East Anglia,180,90,TRUE,100,50,230,10,390
5851,20/11/2016,Cotswold Gliding Club,West Midlands,290,100,TRUE,100,50,260,0,410
6019,20/11/2016,Portmoak Gliding Club,Scotland,110,30,TRUE,20,40,80,0,140
9465,20/11/2016,Dunstable Gliding Club,East Midlands,160,80,FALSE,70,30,80,10,190
9919,20/11/2016,Gransden Lodge Gliding Club,East Anglia,250,70,TRUE,70,40,320,10,440
13667,20/11/2016,Yorkshire Gliding Club,North West,140,50,FALSE,50,20,80,10,160
21612,20/11/2016,Gransden Lodge Gliding Club,East Anglia,380,100,TRUE,80,0,530,20,630
24470,20/11/2016,Cambridge Gliding Centre,East Anglia,200,90,TRUE,90,40,170,10,310
2525,21/11/2016,Norfolk Gliding Club,East Anglia,290,100,FALSE,90,10,180,10,290
9060,21/11/2016,Kent Gliding Club,South East,150,50,TRUE,50,10,210,10,280
12905,21/11/2016,Scottish Gliding Centre,Scotland,90,40,TRUE,40,40,110,10,200
15627,21/11/2016,Cambridge Gliding Centre,East Anglia,250,90,FALSE,80,40,370,10,500
18250,21/11/2016,Wolds Gliding Club,East Midlands,330,160,TRUE,160,40,350,10,560
5245,22/11/2016,Portmoak Gliding Club,Scotland,250,120,FALSE,100,20,230,10,360
14440,22/11/2016,Lasham Gliding Society,South East,120,40,TRUE,40,20,160,10,230
14938,22/11/2016,Devon & Somerset Gliding Club,South West,250,70,FALSE,60,20,210,10,300
22442,22/11/2016,Lasham Gliding Society,South East,240,60,FALSE,60,20,220,20,320
3577,23/11/2016,Cambridge Gliding Centre,East Anglia,290,100,FALSE,110,40,330,10,490
3644,23/11/2016,Wolds Gliding Club,East Midlands,140,40,TRUE,40,20,150,10,220
9822,23/11/2016,Devon & Somerset Gliding Club,South West,270,120,TRUE,140,50,290,0,480
15372,23/11/2016,London Gliding Club,East Midlands,340,90,FALSE,100,40,410,10,560
23926,23/11/2016,Bristol & Gloucestershire Gliding Club,South West,300,80,FALSE,90,30,260,0,380
33,24/11/2016,Dunstable Gliding Club,East Midlands,330,110,TRUE,120,30,360,20,530
11099,24/11/2016,Bristol & Gloucestershire Gliding Club,South West,130,50,TRUE,50,10,190,10,260
18427,24/11/2016,Buckminster Gliding Club,East Midlands,330,100,FALSE,80,10,210,0,300
21215,24/11/2016,Devon & Somerset Gliding Club,South West,200,70,FALSE,70,20,170,10,270
22410,24/11/2016,Buckminster Gliding Club,East Midlands,160,50,TRUE,50,30,130,10,220
514,25/11/2016,Norfolk Gliding Club,East Anglia,410,120,FALSE,130,0,500,0,630
2283,25/11/2016,Husbands Bosworth Gliding Club,East Midlands,170,40,FALSE,40,20,230,10,300
3100,25/11/2016,Portmoak Gliding Club,Scotland,280,100,FALSE,90,40,310,0,440
3306,25/11/2016,Wolds Gliding Club,East Midlands,350,130,TRUE,150,40,290,0,480
7207,25/11/2016,Portmoak Gliding Club,Scotland,100,30,TRUE,20,20,130,0,170
9299,25/11/2016,Portmoak Gliding Club,Scotland,100,50,TRUE,50,10,70,20,150
10659,25/11/2016,Bristol & Gloucestershire Gliding Club,South West,280,130,TRUE,150,10,220,10,390
13771,25/11/2016,Dunstable Gliding Club,East Midlands,300,80,FALSE,70,20,160,10,260
15010,25/11/2016,Devon & Somerset Gliding Club,South West,120,40,TRUE,50,20,70,20,160
20512,25/11/2016,Lasham Gliding Society,South East,260,70,TRUE,70,20,270,20,380
24699,25/11/2016,Lasham Gliding Society,South East,120,30,FALSE,30,40,170,20,260
6454,26/11/2016,Wolds Gliding Club,East Midlands,140,40,FALSE,40,30,90,10,170
8101,26/11/2016,London Gliding Club,East Midlands,340,140,TRUE,140,20,310,10,480
16519,26/11/2016,Lasham Gliding Society,South East,150,40,TRUE,30,40,80,20,170
19175,26/11/2016,Yorkshire Gliding Club,North West,290,80,TRUE,70,50,170,10,300
39,27/11/2016,Kent Gliding Club,South East,130,60,TRUE,60,40,110,10,220
3705,27/11/2016,Midland Gliding Club,West Midlands,230,100,TRUE,120,50,220,0,390
4477,27/11/2016,Bristol & Gloucestershire Gliding Club,South West,260,100,FALSE,110,10,370,10,500
5747,27/11/2016,Shalbourne Gliding Club,South East,380,100,FALSE,100,40,440,10,590
9260,27/11/2016,Lasham Gliding Society,South East,110,30,TRUE,30,30,140,20,220
11431,27/11/2016,Bristol & Gloucestershire Gliding Club,South West,120,40,FALSE,40,20,150,20,230
14909,27/11/2016,Bristol & Gloucestershire Gliding Club,South West,280,80,TRUE,80,20,220,20,340
15806,28/11/2016,Lasham Gliding Society,South East,320,150,FALSE,170,20,330,10,530
16280,28/11/2016,Wolds Gliding Club,East Midlands,230,60,TRUE,60,40,190,10,300
16568,28/11/2016,Portmoak Gliding Club,Scotland,170,50,FALSE,50,20,240,20,330
20628,28/11/2016,Buckminster Gliding Club,East Midlands,310,80,FALSE,90,30,360,20,500
23143,28/11/2016,Nympsfield Gliding Club,South West,310,90,FALSE,90,30,220,10,350
24403,28/11/2016,Bristol & Gloucestershire Gliding Club,South West,280,100,TRUE,120,20,280,10,430
2316,29/11/2016,Dunstable Gliding Club,East Midlands,140,50,TRUE,50,50,80,10,190
4642,29/11/2016,Midland Gliding Club,West Midlands,360,100,TRUE,90,0,230,0,320
5262,29/11/2016,Yorkshire Gliding Club,North West,260,100,TRUE,100,20,380,10,510
12443,29/11/2016,Midland Gliding Club,West Midlands,290,110,FALSE,90,10,390,20,510
14580,29/11/2016,London Gliding Club,East Midlands,310,110,TRUE,100,50,200,0,350
16980,29/11/2016,Lasham Gliding Society,South East,190,80,FALSE,70,40,190,10,310
18622,29/11/2016,Midland Gliding Club,West Midlands,110,30,TRUE,30,30,100,20,180
19935,29/11/2016,Norfolk Gliding Club,East Anglia,360,140,TRUE,130,40,250,0,420
22195,29/11/2016,Norfolk Gliding Club,East Anglia,390,210,TRUE,180,30,460,10,680
3398,30/11/2016,Norfolk Gliding Club,East Anglia,130,40,TRUE,40,10,100,10,160
5775,30/11/2016,Dunstable Gliding Club,East Midlands,250,110,TRUE,100,20,370,0,490
11530,30/11/2016,Buckminster Gliding Club,East Midlands,160,50,FALSE,50,40,150,10,250
12641,30/11/2016,London Gliding Club,East Midlands,390,170,FALSE,140,20,390,0,550
15756,30/11/2016,Scottish Gliding Centre,Scotland,250,80,FALSE,90,20,340,10,460
22984,30/11/2016,Lasham Gliding Society,South East,260,70,TRUE,70,20,330,0,420
