Flight ID,Date,Gliding Club,Region,Scoring Distance (km),Speed (kph),Completed,Vpoints,Hpoints,Dpoints,Bpoints,Total Score
10629,05-08-2023,Buckminster Gliding Club,East Midlands,300.0,100.0,True,110.0,0.0,300.0,20.0,430.0
10630,16-09-2013,Midland Gliding Club,West Midlands,640.0,200.0,False,160.0,30.0,910.0,10.0,1110.0
10631,03-06-2013,Wolds Gliding Club,East Midlands,460.0,80.0,True,70.0,40.0,480.0,10.0,600.0
10632,07-01-2022,Devon & Somerset Gliding Club,South West,100.0,50.0,False,40.0,30.0,120.0,10.0,200.0
10633,13-07-2015,Lasham Gliding Society,South East,360.0,60.0,True,60.0,10.0,290.0,10.0,370.0
10634,23-09-2011,Bristol & Gloucestershire Gliding Club,South West,360.0,80.0,True,80.0,30.0,480.0,0.0,590.0
10635,18-07-2012,Dunstable Gliding Club,East Midlands,240.0,50.0,True,40.0,0.0,280.0,10.0,330.0
10636,30-08-2012,Wolds Gliding Club,East Midlands,620.0,200.0,True,230.0,10.0,810.0,10.0,1060.0
10637,25-12-2017,Norfolk Gliding Club,East Anglia,70.0,40.0,False,40.0,20.0,80.0,20.0,160.0
10638,13-09-2020,Wolds Gliding Club,East Midlands,200.0,40.0,True,40.0,20.0,240.0,10.0,310.0
10639,23-05-2016,Lasham Gliding Society,South East,470.0,90.0,False,80.0,20.0,350.0,10.0,460.0
10640,30-07-2024,Talgarth Gliding Club,South Wales,680.0,150.0,True,160.0,10.0,540.0,10.0,720.0
10641,12-01-2020,Nympsfield Gliding Club,South West,80.0,30.0,False,30.0,10.0,60.0,10.0,110.0
10642,12-03-2013,Portmoak Gliding Club,Scotland,210.0,60.0,False,70.0,10.0,190.0,10.0,280.0
10643,20-03-2014,Nympsfield Gliding Club,South West,280.0,70.0,True,70.0,0.0,320.0,10.0,400.0
10644,07-04-2017,Shalbourne Gliding Club,South East,750.0,210.0,True,220.0,0.0,1050.0,0.0,1270.0
10645,06-01-2020,Shalbourne Gliding Club,South East,70.0,50.0,False,50.0,10.0,70.0,10.0,140.0
10646,02-12-2021,Cambridge Gliding Centre,East Anglia,130.0,40.0,True,40.0,0.0,120.0,20.0,180.0
10647,27-11-2024,Cotswold Gliding Club,West Midlands,290.0,100.0,False,100.0,20.0,160.0,10.0,290.0
10648,26-03-2014,London Gliding Club,East Midlands,180.0,60.0,False,50.0,40.0,230.0,10.0,330.0
10649,23-07-2013,Midland Gliding Club,West Midlands,450.0,150.0,True,180.0,50.0,230.0,10.0,470.0
10650,27-09-2020,London Gliding Club,East Midlands,580.0,110.0,True,110.0,50.0,330.0,20.0,510.0
10651,05-11-2016,Yorkshire Gliding Club,North West,270.0,100.0,False,120.0,40.0,300.0,20.0,480.0
10652,13-01-2017,Husbands Bosworth Gliding Club,East Midlands,120.0,60.0,False,60.0,20.0,180.0,0.0,260.0
10653,17-06-2015,Buckminster Gliding Club,East Midlands,340.0,80.0,True,80.0,40.0,280.0,0.0,400.0
10654,21-10-2021,Yorkshire Gliding Club,North West,280.0,110.0,True,110.0,0.0,210.0,10.0,330.0
10655,22-05-2013,Husbands Bosworth Gliding Club,East Midlands,270.0,70.0,False,80.0,20.0,290.0,10.0,400.0
10656,04-06-2019,Cotswold Gliding Club,West Midlands,370.0,100.0,True,100.0,10.0,490.0,20.0,620.0
10657,25-09-2019,London Gliding Club,East Midlands,730.0,150.0,True,160.0,40.0,890.0,10.0,1100.0
10658,22-07-2023,Lasham Gliding Society,South East,200.0,40.0,True,40.0,10.0,210.0,0.0,260.0
10659,22-08-2020,Gransden Lodge Gliding Club,East Anglia,580.0,140.0,True,140.0,20.0,650.0,10.0,820.0
10660,21-03-2013,Midland Gliding Club,West Midlands,200.0,50.0,True,50.0,30.0,270.0,10.0,360.0
10661,06-08-2022,Cambridge Gliding Centre,East Anglia,330.0,110.0,True,110.0,30.0,400.0,10.0,550.0
10662,28-03-2024,Lasham Gliding Society,South East,180.0,70.0,False,80.0,40.0,240.0,10.0,370.0
10663,31-03-2020,Kent Gliding Club,South East,340.0,110.0,True,130.0,40.0,170.0,10.0,350.0
10664,03-03-2022,Bristol & Gloucestershire Gliding Club,South West,310.0,130.0,False,150.0,20.0,160.0,20.0,350.0
10665,03-03-2013,Lasham Gliding Society,South East,370.0,150.0,False,120.0,40.0,200.0,20.0,380.0
10666,14-09-2021,Kent Gliding Club,South East,430.0,80.0,True,90.0,20.0,380.0,20.0,510.0
10667,21-06-2010,London Gliding Club,East Midlands,460.0,140.0,True,120.0,20.0,350.0,10.0,500.0
10668,30-10-2023,Norfolk Gliding Club,East Anglia,290.0,90.0,True,100.0,50.0,400.0,10.0,560.0
10669,25-01-2011,Kent Gliding Club,South East,80.0,60.0,False,50.0,10.0,70.0,20.0,150.0
10670,08-12-2017,Yorkshire Gliding Club,North West,120.0,50.0,True,50.0,0.0,180.0,10.0,240.0
10671,07-08-2010,Kent Gliding Club,South East,390.0,100.0,False,110.0,50.0,480.0,20.0,660.0
10672,12-04-2019,Buckminster Gliding Club,East Midlands,590.0,140.0,True,150.0,20.0,540.0,10.0,720.0
10673,30-09-2022,Lasham Gliding Society,South East,740.0,250.0,True,280.0,50.0,740.0,20.0,1090.0
10674,11-07-2020,London Gliding Club,East Midlands,600.0,160.0,True,190.0,20.0,570.0,10.0,790.0
10675,01-06-2018,Cotswold Gliding Club,West Midlands,280.0,60.0,False,50.0,20.0,380.0,10.0,460.0
10676,04-12-2013,Dunstable Gliding Club,East Midlands,70.0,30.0,True,20.0,30.0,50.0,20.0,120.0
10677,03-08-2018,Yorkshire Gliding Club,North West,230.0,60.0,True,70.0,40.0,230.0,10.0,350.0
10678,02-02-2019,Wolds Gliding Club,East Midlands,120.0,60.0,False,60.0,20.0,130.0,10.0,220.0
10679,24-11-2023,Buckminster Gliding Club,East Midlands,250.0,80.0,True,80.0,10.0,130.0,10.0,230.0
10680,20-03-2010,Midland Gliding Club,West Midlands,360.0,130.0,True,120.0,10.0,360.0,0.0,490.0
10681,23-01-2023,Yorkshire Gliding Club,North West,70.0,20.0,False,20.0,40.0,100.0,0.0,160.0
10682,27-06-2020,Shalbourne Gliding Club,South East,610.0,150.0,True,170.0,30.0,700.0,0.0,900.0
10683,24-02-2015,Cambridge Gliding Centre,East Anglia,80.0,40.0,False,40.0,50.0,110.0,10.0,210.0
10684,14-03-2016,Devon & Somerset Gliding Club,South West,140.0,60.0,True,50.0,10.0,180.0,10.0,250.0
10685,20-05-2019,Shalbourne Gliding Club,South East,330.0,70.0,True,80.0,10.0,430.0,0.0,520.0
10686,22-04-2024,Devon & Somerset Gliding Club,South West,250.0,50.0,True,60.0,30.0,220.0,10.0,320.0
10687,25-05-2023,Cambridge Gliding Centre,East Anglia,240.0,40.0,False,40.0,20.0,170.0,0.0,230.0
10688,07-12-2018,Dunstable Gliding Club,East Midlands,90.0,50.0,False,50.0,40.0,120.0,20.0,230.0
10689,06-02-2019,Gransden Lodge Gliding Club,East Anglia,100.0,60.0,True,60.0,20.0,130.0,10.0,220.0
10690,11-01-2019,Gransden Lodge Gliding Club,East Anglia,70.0,30.0,False,30.0,10.0,40.0,10.0,90.0
10691,02-01-2020,Lasham Gliding Society,South East,60.0,30.0,True,30.0,40.0,80.0,10.0,160.0
10692,29-07-2011,Cambridge Gliding Centre,East Anglia,430.0,130.0,False,130.0,10.0,460.0,20.0,620.0
10693,10-02-2016,Kent Gliding Club,South East,150.0,70.0,True,80.0,30.0,100.0,10.0,220.0
10694,30-12-2024,Gransden Lodge Gliding Club,East Anglia,150.0,50.0,True,50.0,30.0,140.0,10.0,230.0
10695,21-06-2021,Yorkshire Gliding Club,North West,380.0,70.0,False,70.0,50.0,460.0,0.0,580.0
10696,26-08-2016,Lasham Gliding Society,South East,460.0,120.0,False,140.0,20.0,350.0,10.0,520.0
10697,24-10-2018,Buckminster Gliding Club,East Midlands,220.0,80.0,True,80.0,40.0,290.0,10.0,420.0
10698,06-06-2016,Yorkshire Gliding Club,North West,270.0,80.0,True,100.0,40.0,160.0,10.0,310.0
10699,14-01-2012,Norfolk Gliding Club,East Anglia,150.0,70.0,False,70.0,20.0,140.0,20.0,250.0
10700,20-03-2024,Bristol & Gloucestershire Gliding Club,South West,220.0,70.0,False,60.0,10.0,250.0,20.0,340.0
10701,16-07-2010,Norfolk Gliding Club,East Anglia,240.0,50.0,True,50.0,10.0,290.0,10.0,360.0
10702,24-03-2011,Wolds Gliding Club,East Midlands,260.0,90.0,False,80.0,20.0,160.0,10.0,270.0
10703,05-06-2023,Scottish Gliding Centre,Scotland,350.0,60.0,False,60.0,10.0,260.0,10.0,340.0
10704,09-03-2019,Midland Gliding Club,West Midlands,290.0,80.0,False,90.0,40.0,280.0,0.0,410.0
10705,22-05-2023,Gransden Lodge Gliding Club,East Anglia,290.0,90.0,True,80.0,10.0,360.0,10.0,460.0
10706,10-03-2017,Gransden Lodge Gliding Club,East Anglia,380.0,120.0,True,110.0,10.0,420.0,20.0,560.0
10707,14-03-2021,Buckminster Gliding Club,East Midlands,380.0,170.0,False,200.0,0.0,340.0,10.0,550.0
10708,04-12-2016,Cambridge Gliding Centre,East Anglia,150.0,90.0,False,100.0,40.0,150.0,10.0,300.0
10709,16-01-2024,Portmoak Gliding Club,Scotland,40.0,20.0,False,20.0,50.0,40.0,0.0,110.0
10710,13-05-2010,Norfolk Gliding Club,East Anglia,510.0,100.0,True,100.0,10.0,490.0,0.0,600.0
10711,03-09-2021,Lasham Gliding Society,South East,260.0,80.0,True,90.0,10.0,170.0,0.0,270.0
10712,14-02-2013,Bristol & Gloucestershire Gliding Club,South West,70.0,30.0,False,30.0,50.0,80.0,10.0,170.0
10713,11-01-2019,Gransden Lodge Gliding Club,East Anglia,130.0,60.0,True,60.0,20.0,130.0,10.0,220.0
10714,22-05-2023,Shalbourne Gliding Club,South East,680.0,160.0,False,160.0,0.0,450.0,10.0,620.0
10715,06-05-2024,Portmoak Gliding Club,Scotland,590.0,140.0,True,160.0,10.0,680.0,10.0,860.0
10716,14-05-2023,Wolds Gliding Club,East Midlands,200.0,30.0,True,30.0,30.0,280.0,20.0,360.0
10717,24-10-2023,Wolds Gliding Club,East Midlands,180.0,60.0,True,70.0,20.0,160.0,10.0,260.0
10718,25-06-2016,Cotswold Gliding Club,West Midlands,440.0,110.0,True,130.0,0.0,660.0,20.0,810.0
10719,04-08-2011,Portmoak Gliding Club,Scotland,300.0,80.0,True,100.0,30.0,300.0,10.0,440.0
10720,17-11-2019,Cambridge Gliding Centre,East Anglia,260.0,80.0,False,90.0,10.0,150.0,20.0,270.0
10721,16-01-2022,Lasham Gliding Society,South East,120.0,80.0,False,70.0,50.0,160.0,10.0,290.0
10722,22-03-2024,Kent Gliding Club,South East,350.0,110.0,False,110.0,30.0,420.0,0.0,560.0
10723,16-05-2018,Bristol & Gloucestershire Gliding Club,South West,580.0,190.0,True,180.0,30.0,480.0,10.0,700.0
10724,14-10-2013,Yorkshire Gliding Club,North West,130.0,50.0,False,50.0,40.0,100.0,20.0,210.0
10725,28-03-2011,Nympsfield Gliding Club,South West,180.0,60.0,False,60.0,20.0,110.0,10.0,200.0
10726,28-05-2010,Buckminster Gliding Club,East Midlands,440.0,80.0,True,90.0,50.0,340.0,10.0,490.0
10727,30-05-2020,Kent Gliding Club,South East,720.0,170.0,True,160.0,40.0,1080.0,20.0,1300.0
10728,16-03-2024,London Gliding Club,East Midlands,130.0,40.0,False,40.0,10.0,170.0,10.0,230.0
10729,24-06-2015,Portmoak Gliding Club,Scotland,370.0,80.0,True,70.0,20.0,270.0,20.0,380.0
10730,19-06-2010,Lasham Gliding Society,South East,580.0,100.0,True,110.0,50.0,780.0,0.0,940.0
10731,25-01-2022,Lasham Gliding Society,South East,60.0,20.0,False,20.0,40.0,80.0,10.0,150.0
10732,22-03-2015,Buckminster Gliding Club,East Midlands,300.0,80.0,False,70.0,40.0,260.0,0.0,370.0
10733,02-04-2022,Wolds Gliding Club,East Midlands,510.0,90.0,True,80.0,10.0,320.0,10.0,420.0
10734,15-05-2022,Devon & Somerset Gliding Club,South West,740.0,160.0,True,130.0,10.0,790.0,10.0,940.0
10735,09-12-2018,Norfolk Gliding Club,East Anglia,70.0,30.0,True,30.0,10.0,80.0,10.0,130.0
10736,20-03-2016,Nympsfield Gliding Club,South West,200.0,60.0,True,60.0,40.0,210.0,10.0,320.0
10737,07-03-2018,Portmoak Gliding Club,Scotland,240.0,100.0,True,80.0,30.0,300.0,0.0,410.0
10738,02-01-2012,Wolds Gliding Club,East Midlands,60.0,40.0,False,40.0,20.0,60.0,20.0,140.0
10739,13-01-2021,Gransden Lodge Gliding Club,East Anglia,60.0,30.0,False,30.0,40.0,40.0,10.0,120.0
10740,28-11-2022,Buckminster Gliding Club,East Midlands,350.0,120.0,True,140.0,30.0,210.0,10.0,390.0
10741,25-08-2021,Shalbourne Gliding Club,South East,600.0,140.0,False,150.0,30.0,650.0,0.0,830.0
10742,13-01-2013,Devon & Somerset Gliding Club,South West,150.0,90.0,False,100.0,20.0,150.0,20.0,290.0
10743,02-07-2024,Devon & Somerset Gliding Club,South West,340.0,90.0,True,90.0,20.0,420.0,0.0,530.0
10744,24-06-2018,Nympsfield Gliding Club,South West,630.0,160.0,True,140.0,40.0,550.0,10.0,740.0
10745,24-01-2019,Wolds Gliding Club,East Midlands,60.0,20.0,False,20.0,10.0,80.0,10.0,120.0
10746,01-04-2020,Wolds Gliding Club,East Midlands,270.0,50.0,True,60.0,0.0,180.0,10.0,250.0
10747,25-09-2010,Buckminster Gliding Club,East Midlands,620.0,140.0,False,150.0,40.0,360.0,0.0,550.0
10748,10-11-2020,Norfolk Gliding Club,East Anglia,220.0,110.0,True,120.0,0.0,180.0,10.0,310.0
10749,17-01-2024,Shalbourne Gliding Club,South East,130.0,80.0,False,90.0,40.0,120.0,10.0,260.0
10750,04-08-2021,Dunstable Gliding Club,East Midlands,610.0,120.0,True,100.0,40.0,460.0,10.0,610.0
10751,11-09-2023,Buckminster Gliding Club,East Midlands,360.0,80.0,True,80.0,40.0,210.0,20.0,350.0
10752,17-03-2018,Norfolk Gliding Club,East Anglia,360.0,120.0,True,130.0,0.0,430.0,20.0,580.0
10753,07-12-2023,Portmoak Gliding Club,Scotland,50.0,20.0,False,20.0,0.0,70.0,20.0,110.0
10754,31-01-2011,London Gliding Club,East Midlands,60.0,30.0,False,30.0,20.0,90.0,10.0,150.0
10755,17-08-2017,Cambridge Gliding Centre,East Anglia,680.0,160.0,True,130.0,40.0,650.0,20.0,840.0
10756,04-11-2010,Lasham Gliding Society,South East,150.0,60.0,False,70.0,10.0,120.0,20.0,220.0
10757,17-09-2021,Cambridge Gliding Centre,East Anglia,650.0,110.0,True,130.0,20.0,520.0,10.0,680.0
10758,10-01-2020,Dunstable Gliding Club,East Midlands,60.0,20.0,False,20.0,20.0,70.0,0.0,110.0
10759,03-05-2012,Husbands Bosworth Gliding Club,East Midlands,550.0,100.0,True,90.0,40.0,520.0,10.0,660.0
10760,09-11-2018,Buckminster Gliding Club,East Midlands,150.0,50.0,True,50.0,20.0,150.0,20.0,240.0
10761,25-03-2016,Lasham Gliding Society,South East,380.0,150.0,False,160.0,20.0,310.0,20.0,510.0
10762,25-01-2010,Buckminster Gliding Club,East Midlands,140.0,70.0,True,60.0,50.0,130.0,0.0,240.0
10763,27-10-2021,Husbands Bosworth Gliding Club,East Midlands,260.0,70.0,False,60.0,30.0,220.0,20.0,330.0
10764,02-06-2021,Midland Gliding Club,West Midlands,650.0,140.0,False,140.0,0.0,520.0,0.0,660.0
10765,27-05-2013,Cambridge Gliding Centre,East Anglia,500.0,140.0,False,160.0,20.0,740.0,0.0,920.0
10766,08-09-2020,Scottish Gliding Centre,Scotland,200.0,40.0,True,40.0,0.0,250.0,0.0,290.0
10767,03-06-2016,Yorkshire Gliding Club,North West,490.0,130.0,True,120.0,20.0,270.0,10.0,420.0
10768,06-06-2013,Cambridge Gliding Centre,East Anglia,360.0,60.0,True,60.0,40.0,360.0,0.0,460.0
10769,10-07-2014,Scottish Gliding Centre,Scotland,570.0,170.0,True,160.0,30.0,530.0,10.0,730.0
10770,24-05-2021,Cambridge Gliding Centre,East Anglia,580.0,190.0,True,210.0,40.0,490.0,10.0,750.0
10771,10-01-2020,Wolds Gliding Club,East Midlands,60.0,30.0,False,40.0,20.0,50.0,20.0,130.0
10772,14-02-2013,Lasham Gliding Society,South East,110.0,50.0,True,60.0,0.0,140.0,0.0,200.0
10773,21-11-2013,Wolds Gliding Club,East Midlands,120.0,60.0,True,70.0,50.0,90.0,10.0,220.0
10774,28-03-2017,Kent Gliding Club,South East,340.0,100.0,True,100.0,30.0,440.0,20.0,590.0
10775,11-03-2022,Devon & Somerset Gliding Club,South West,350.0,120.0,True,140.0,10.0,300.0,20.0,470.0
10776,27-02-2017,Scottish Gliding Centre,Scotland,90.0,40.0,False,30.0,20.0,60.0,20.0,130.0
10777,02-04-2021,Dunstable Gliding Club,East Midlands,330.0,60.0,True,60.0,0.0,440.0,10.0,510.0
10778,05-06-2020,Nympsfield Gliding Club,South West,210.0,60.0,True,60.0,0.0,240.0,10.0,310.0
10779,12-06-2021,Lasham Gliding Society,South East,640.0,200.0,True,190.0,0.0,330.0,20.0,540.0
10780,18-02-2020,Buckminster Gliding Club,East Midlands,100.0,40.0,False,30.0,10.0,50.0,10.0,100.0
10781,01-06-2010,Bristol & Gloucestershire Gliding Club,South West,680.0,120.0,True,140.0,50.0,760.0,10.0,960.0
10782,21-08-2021,Portmoak Gliding Club,Scotland,420.0,80.0,True,80.0,20.0,540.0,0.0,640.0
10783,18-03-2023,Midland Gliding Club,West Midlands,210.0,70.0,False,70.0,50.0,160.0,10.0,290.0
10784,06-09-2018,Scottish Gliding Centre,Scotland,450.0,80.0,True,90.0,20.0,340.0,20.0,470.0
10785,12-08-2017,Shalbourne Gliding Club,South East,750.0,130.0,True,110.0,50.0,750.0,20.0,930.0
10786,13-02-2020,Bristol & Gloucestershire Gliding Club,South West,110.0,40.0,False,50.0,20.0,60.0,20.0,150.0
10787,17-11-2011,Kent Gliding Club,South East,330.0,100.0,False,110.0,50.0,340.0,0.0,500.0
10788,08-09-2010,Shalbourne Gliding Club,South East,680.0,190.0,True,220.0,40.0,820.0,20.0,1100.0
10789,10-02-2018,Yorkshire Gliding Club,North West,90.0,30.0,False,30.0,10.0,70.0,10.0,120.0
10790,20-10-2011,London Gliding Club,East Midlands,180.0,60.0,False,60.0,10.0,190.0,20.0,280.0
10791,24-04-2023,Gransden Lodge Gliding Club,East Anglia,510.0,120.0,False,140.0,10.0,720.0,20.0,890.0
10792,25-05-2011,Midland Gliding Club,West Midlands,400.0,90.0,True,100.0,50.0,210.0,0.0,360.0
10793,08-08-2011,Bristol & Gloucestershire Gliding Club,South West,660.0,110.0,False,100.0,50.0,720.0,10.0,880.0
10794,09-10-2024,Cotswold Gliding Club,West Midlands,210.0,90.0,True,80.0,10.0,160.0,20.0,270.0
10795,10-05-2012,Yorkshire Gliding Club,North West,530.0,90.0,True,100.0,40.0,290.0,0.0,430.0
10796,16-06-2014,Shalbourne Gliding Club,South East,380.0,90.0,False,100.0,20.0,500.0,0.0,620.0
10797,21-10-2018,Lasham Gliding Society,South East,300.0,80.0,True,80.0,20.0,390.0,20.0,510.0
10798,09-01-2013,Wolds Gliding Club,East Midlands,110.0,50.0,False,60.0,30.0,130.0,0.0,220.0
10799,15-05-2020,Cambridge Gliding Centre,East Anglia,400.0,80.0,True,70.0,30.0,310.0,20.0,430.0
10800,30-08-2013,Yorkshire Gliding Club,North West,330.0,70.0,False,60.0,20.0,380.0,0.0,460.0
10801,08-12-2010,Lasham Gliding Society,South East,60.0,30.0,True,30.0,30.0,30.0,10.0,100.0
10802,17-12-2021,Yorkshire Gliding Club,North West,90.0,30.0,True,40.0,10.0,90.0,0.0,140.0
10803,11-01-2014,Portmoak Gliding Club,Scotland,100.0,50.0,False,50.0,50.0,130.0,20.0,250.0
10804,31-10-2020,Portmoak Gliding Club,Scotland,180.0,70.0,True,80.0,30.0,130.0,10.0,250.0
10805,22-11-2020,Lasham Gliding Society,South East,330.0,110.0,False,110.0,20.0,240.0,0.0,370.0
10806,25-08-2010,Bristol & Gloucestershire Gliding Club,South West,410.0,70.0,True,70.0,40.0,530.0,0.0,640.0
10807,24-11-2013,Portmoak Gliding Club,Scotland,250.0,110.0,True,120.0,10.0,130.0,20.0,280.0
10808,24-01-2022,Cambridge Gliding Centre,East Anglia,50.0,20.0,False,20.0,40.0,40.0,20.0,120.0
10809,23-03-2016,Dunstable Gliding Club,East Midlands,130.0,40.0,False,40.0,0.0,180.0,10.0,230.0
10810,05-09-2015,Buckminster Gliding Club,East Midlands,240.0,40.0,True,40.0,30.0,260.0,10.0,340.0
10811,21-03-2015,Yorkshire Gliding Club,North West,140.0,40.0,False,40.0,30.0,70.0,10.0,150.0
10812,21-10-2012,Dunstable Gliding Club,East Midlands,290.0,80.0,False,70.0,10.0,240.0,10.0,330.0
10813,30-08-2015,Lasham Gliding Society,South East,270.0,50.0,True,60.0,10.0,210.0,0.0,280.0
10814,06-08-2014,Portmoak Gliding Club,Scotland,410.0,90.0,True,100.0,20.0,590.0,10.0,720.0
10815,19-06-2012,Midland Gliding Club,West Midlands,500.0,130.0,True,120.0,30.0,620.0,10.0,780.0
10816,29-10-2010,Midland Gliding Club,West Midlands,110.0,30.0,True,30.0,20.0,110.0,10.0,170.0
10817,19-10-2020,Yorkshire Gliding Club,North West,140.0,50.0,True,40.0,50.0,200.0,10.0,300.0
10818,02-10-2014,Lasham Gliding Society,South East,180.0,50.0,False,50.0,50.0,120.0,10.0,230.0
10819,10-11-2018,Bristol & Gloucestershire Gliding Club,South West,100.0,40.0,True,40.0,10.0,100.0,0.0,150.0
10820,03-01-2014,Yorkshire Gliding Club,North West,60.0,30.0,False,30.0,50.0,50.0,20.0,150.0
10821,21-12-2016,Lasham Gliding Society,South East,130.0,50.0,False,50.0,20.0,70.0,10.0,150.0
10822,27-01-2015,Bristol & Gloucestershire Gliding Club,South West,60.0,20.0,True,20.0,20.0,40.0,20.0,100.0
10823,16-01-2024,Lasham Gliding Society,South East,80.0,40.0,False,50.0,0.0,60.0,0.0,110.0
10824,12-10-2018,London Gliding Club,East Midlands,270.0,100.0,True,110.0,0.0,350.0,10.0,470.0
10825,21-01-2015,Norfolk Gliding Club,East Anglia,80.0,30.0,True,20.0,50.0,80.0,10.0,160.0
10826,20-07-2014,Buckminster Gliding Club,East Midlands,400.0,80.0,True,80.0,50.0,240.0,20.0,390.0
10827,20-05-2021,Shalbourne Gliding Club,South East,320.0,60.0,True,60.0,20.0,250.0,10.0,340.0
10828,04-08-2019,London Gliding Club,East Midlands,700.0,180.0,True,170.0,40.0,700.0,10.0,920.0
10829,07-09-2019,Devon & Somerset Gliding Club,South West,760.0,280.0,True,320.0,20.0,560.0,10.0,910.0
10830,25-11-2024,Yorkshire Gliding Club,North West,280.0,90.0,True,100.0,10.0,290.0,10.0,410.0
10831,06-08-2010,Lasham Gliding Society,South East,520.0,100.0,True,100.0,20.0,530.0,20.0,670.0
10832,01-05-2020,Yorkshire Gliding Club,North West,620.0,180.0,True,180.0,50.0,900.0,10.0,1140.0
10833,08-04-2010,London Gliding Club,East Midlands,410.0,100.0,True,100.0,20.0,340.0,10.0,470.0
10834,08-10-2010,Buckminster Gliding Club,East Midlands,110.0,30.0,True,30.0,30.0,150.0,10.0,220.0
10835,20-09-2023,Scottish Gliding Centre,Scotland,500.0,100.0,True,120.0,40.0,700.0,0.0,860.0
10836,05-08-2019,Wolds Gliding Club,East Midlands,330.0,70.0,False,70.0,40.0,320.0,0.0,430.0
10837,26-11-2017,Cotswold Gliding Club,West Midlands,220.0,90.0,False,100.0,0.0,220.0,0.0,320.0
10838,23-10-2024,Dunstable Gliding Club,East Midlands,320.0,120.0,False,100.0,0.0,370.0,10.0,480.0
10839,07-02-2019,Cambridge Gliding Centre,East Anglia,110.0,70.0,True,70.0,40.0,90.0,10.0,210.0
10840,23-01-2024,Talgarth Gliding Club,South Wales,140.0,50.0,False,60.0,10.0,210.0,10.0,290.0
10841,13-05-2015,Portmoak Gliding Club,Scotland,620.0,100.0,True,110.0,50.0,390.0,20.0,570.0
10842,20-07-2023,Bristol & Gloucestershire Gliding Club,South West,710.0,190.0,True,160.0,30.0,690.0,10.0,890.0
10843,22-05-2018,Bristol & Gloucestershire Gliding Club,South West,550.0,140.0,True,140.0,50.0,820.0,10.0,1020.0
10844,09-11-2012,Cotswold Gliding Club,West Midlands,100.0,30.0,True,30.0,40.0,70.0,10.0,150.0
10845,31-08-2016,Cotswold Gliding Club,West Midlands,670.0,120.0,True,130.0,10.0,740.0,10.0,890.0
10846,15-08-2018,Portmoak Gliding Club,Scotland,180.0,40.0,True,40.0,50.0,160.0,0.0,250.0
10847,21-12-2022,Portmoak Gliding Club,Scotland,80.0,30.0,True,40.0,30.0,110.0,10.0,190.0
10848,14-01-2021,Portmoak Gliding Club,Scotland,110.0,40.0,False,40.0,20.0,140.0,20.0,220.0
10849,01-08-2022,Bristol & Gloucestershire Gliding Club,South West,680.0,170.0,True,150.0,0.0,720.0,10.0,880.0
10850,27-11-2023,Shalbourne Gliding Club,South East,320.0,140.0,False,140.0,30.0,400.0,10.0,580.0
10851,11-09-2023,Cotswold Gliding Club,West Midlands,590.0,130.0,True,140.0,30.0,330.0,0.0,500.0
10852,05-11-2016,Wolds Gliding Club,East Midlands,270.0,100.0,True,100.0,10.0,230.0,20.0,360.0
10853,30-09-2010,Buckminster Gliding Club,East Midlands,510.0,100.0,True,80.0,0.0,510.0,10.0,600.0
10854,18-08-2021,Cotswold Gliding Club,West Midlands,540.0,140.0,True,140.0,30.0,790.0,10.0,970.0
10855,17-04-2014,Bristol & Gloucestershire Gliding Club,South West,690.0,180.0,False,150.0,30.0,570.0,20.0,770.0
10856,22-12-2022,Buckminster Gliding Club,East Midlands,60.0,30.0,False,30.0,40.0,80.0,10.0,160.0
10857,30-08-2013,Lasham Gliding Society,South East,510.0,150.0,True,180.0,0.0,320.0,20.0,520.0
10858,07-12-2019,Buckminster Gliding Club,East Midlands,110.0,70.0,False,80.0,0.0,100.0,0.0,180.0
10859,12-10-2023,Midland Gliding Club,West Midlands,190.0,80.0,True,70.0,50.0,110.0,20.0,250.0
10860,14-07-2016,Kent Gliding Club,South East,780.0,160.0,False,150.0,0.0,530.0,10.0,690.0
10861,01-12-2017,Scottish Gliding Centre,Scotland,90.0,50.0,True,60.0,30.0,80.0,20.0,190.0
10862,23-01-2015,London Gliding Club,East Midlands,70.0,20.0,False,20.0,50.0,40.0,10.0,120.0
10863,13-12-2018,Cotswold Gliding Club,West Midlands,60.0,20.0,True,20.0,20.0,40.0,10.0,90.0
10864,29-07-2015,Buckminster Gliding Club,East Midlands,310.0,80.0,True,70.0,20.0,420.0,20.0,530.0
10865,04-10-2012,Cotswold Gliding Club,West Midlands,260.0,90.0,True,100.0,20.0,210.0,10.0,340.0
10866,26-04-2014,London Gliding Club,East Midlands,600.0,120.0,True,110.0,30.0,600.0,10.0,750.0
10867,09-12-2022,Yorkshire Gliding Club,North West,50.0,20.0,False,20.0,20.0,50.0,0.0,90.0
10868,28-12-2013,Buckminster Gliding Club,East Midlands,80.0,30.0,False,20.0,20.0,90.0,10.0,140.0
10869,03-12-2017,Lasham Gliding Society,South East,70.0,40.0,False,50.0,50.0,100.0,10.0,210.0
10870,17-07-2014,Devon & Somerset Gliding Club,South West,300.0,70.0,False,60.0,20.0,260.0,20.0,360.0
10871,09-10-2010,Wolds Gliding Club,East Midlands,230.0,70.0,True,70.0,0.0,320.0,10.0,400.0
